"id","source","hyperlink","building_type","building","vacancy_rate","household_size","all_uses","du_density","emp_density","Pct_SF_Large_Lot","Pct_SF_Small_Lot","Pct_Attached_SF","Pct_MF_2_to_4","Pct_MF_5_Plus","Pct_Emp_Office_Svc","Pct_Educ_Svc","Pct_Medical_Svc","Pct_Public_Admin","Pct_Retail_Svc","Pct_Restaurant","Pct_Accommodation","Pct_Arts_Entertainment","Pct_Other_Svc","Pct_Manufacturing","Pct_Transport_warehouse","Pct_Wholesale","Pct_Construction_Util","Pct_Agriculture","Pct_Extraction","percent_of_building_type","floors","total_far","parking_spaces","parking_structure_square_feet","residential_efficiency","residential_lot_square_feet","square_feet_per_du","retail_efficiency","retail_square_feet_per_employee","office_efficiency","office_square_feet_per_employee","industrial_efficiency","industrial_square_feet_per_employee","misc_percent_of_retail_use","retail_percent_of_retail_use","restaurant_percent_of_retail_use","grocery_percent_of_retail_use","hardscape_percent","irrigated_percent","impervious_roof_percent","impervious_hardscape_percent","pervious_hardscape_percent","softscape_landscape_percent","id"
88,0,0,"Suburban Multifamily Apt/Condo","Multifamily Apt/Condo (Linden Court, Oakland)",0.0635,2.245,0,49.02033803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3,0.94,98.04067606,32353.42,0.85,0,710,0.85,500,0.85,350,0.85,1000,0,0,0,0,0.8,0.5,0.8,0,0,0,1388
89,0,0,"Suburban Multifamily Apt/Condo","Multi-Family Apt/Condo (Sonoma Villero, Bothell, WA)",0.0635,2.245,0,24.0623883,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3,0.8,48.1247766,4764.35,0.85,0,1231,0.85,475,0.85,350,0.85,1001,0,0,0,0,0.65,0.5,0.65,0,0,0,1389
90,0,0,"Suburban Multifamily Apt/Condo","Multi-Family Apt/Condo (Town Lofts, Stapleton, Denver)",0.0635,2.245,0,37.88044615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3,1.33,77.44,7666.56,0.85,0,1300,0.85,475,0.85,350,0.85,1000,0,0,0,0,0.854,0.5,0,0,0,0,1390
91,0,0,"Suburban Multifamily Apt/Condo","Multifamily Apt/Condo (Mabuhay Court, San Jose)",0.0635,1.935,0,56.13619355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3,0.94,112.2723871,37049.89,0.85,0,620,0.85,475,0.85,350,0.85,1000,0,0,0,0,0.75,0.5,0.75,0,0,0,1391
93,0,0.75,"Urban Townhome/Live-Work","Townhome/Live-Work (Alameda Small Townhouse)",0.0411,2.235,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0.82,45,14850,1,1452,1191,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.41,0.15,0,0,0,0,1493
95,0,0,"Urban Townhome/Live-Work","Townhome/Live-Work (Denver Brownstone, Stapleton, Denver)",0.0411,2.185,0,19.16129032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4,1.5,38.32258065,12646.45,1,2897,3410,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.375,0.15,0,0,0,0,1495
96,0,0,"Urban Townhome/Live-Work","Townhome/Live-Work (Pearl Townhome, Portland)",0.0411,2.245,0,25.80128068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2,1.11,32.25160085,10643.03,1,1742,1874,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.555,0.15,0,0,0,0,1496
97,0,0,"Urban Townhome/Live-Work","Townhome/Live-Work (Penthouse Row Homes, Stapleton, Denver)",0.0411,2.235,0,27.49290804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,1.24,68.73227011,22681.65,1,2219,1965,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.85,0.5,0.85,0,0,0,1497
98,0,0,"Urban Townhome/Live-Work","Townhome/Live-Work (Backyard Row Home, Stapleton, Denver)",0.0411,2.245,0,24.02589928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3,0.92,48.05179856,15857.09,1,1917,1668,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.3067,0.2,0,0,0,0,1498
99,0,0,"Urban Townhome/Live-Work","Townhome/Live-Work (Sky Terrace, Stapleton, Denver)",0.0411,2.635,0,14.99668019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,3,0.7,37.49170048,12372.26,1,2519,2033,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.2333,0.2,0,0,0,0,1499
101,0,0.75,"Standard Townhome","Townhome/Live-Work (Alameda Small Townhouse) 2",0.0411,1.935,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0.82,60,19800,1,1452,1191,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.41,0.5,0,0,0,0,15101
102,0,0,"Standard Townhome","Townhome/Live-Work (SEGA Townhouse)",0.0411,2.235,0,21.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0.75,43.56,14374.8,1,2000,1500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.375,0.5,0,0,0,0,15102
106,0,0,"Standard Townhome","Townhome/Live-Work (Backyard Row Home, Stapleton, Denver) 2",0.0411,2.335,0,24.02589928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3,0.92,44,14520,1,1917,1668,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.3067,0.5,0,0,0,0,15106
107,0,0,"Standard Townhome","Townhome/Live-Work (Sky Terrace, Stapleton, Denver) 2",0.0411,2.375,0,14.99668019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,3,0.7,32.27,10649.1,1,2519,2033,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.2333,0.5,0,0,0,0,15107
109,0,0,"Garden Apartment","Garden Apartment (Corte Bella, Irvine CA)",0.0411,2.235,0,21.55681511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,3,0.75,56.56,18664.8,1,0,1516,0.85,600,0.92,300,0.85,1000,0,0,0,0,0.6,0.5,0.6,0,0,0,16109
110,0,0,"Garden Apartment","Garden Apartment (Victoria Townhomes, Seattle WA)",0.0411,2.375,0,24.12782275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3,1.3,78.7,25971,1,0,2347,0.85,600,0.92,300,0.85,1000,0,0,0,0,0.4333,0.5,0,0,0,0,16110
111,0,0,"Garden Apartment","Stapleton Garden Apts (F1 Affordable Townhomes)",0.0411,2.285,0,30.89376431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,3,0.806,45,14850,1,1409,1136,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.2687,0.5,0,0,0,0,16111
120,0,0,"Very Small Lot 3000","Very Small Lot 2500 (Garden Courts, Stapleton, Denver)",0.031,2.44,0,15.92356688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.709176303,31.84713376,0,1,2736,1940,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.5959,0.5,0,0,0,0,17120
123,0,0,"Small Lot 4000","Small Lot 4000 (John Laing SF, Stapleton, Denver)",0.031,2.85,0,10.41666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2,0.679379017,20.83,0,1,4182,2841,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.4975,0.5,0,0,0,0,18123
124,0,0,"Small Lot 4000","Small Lot 4000 (Town Square, Sapleton, Denver)",0.031,2.45,0,10.29866117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2,0.612340047,20.6,0,1,4230,2590,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.4622,0.5,0,0,0,0,18124
125,0,0,"Small Lot 4000","Small Lot 4000 (Average, Albany)",0.031,2.54,0,10.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2,0.375,20.6,0,1,4000,1500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.3436,0.5,0,0,0,0,18125
126,0,0,"Small Lot 4000","Small Lot 4000 (Alameda SF Detached, 1-2 floors)",0.031,2.255,0,10.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0.825,20.6,0,1,4000,3300,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.5686,0.5,0,0,0,0,18126
129,0,0,"Medium Lot 5500","Daybreak 5500",0.031,2.72,0,7.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.347,15.84,0,1,5500,1910,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.2935,0.5,0,0,0,0,19129
131,0,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=st.+francis+wood+san+francisco&sll=37.768463,-122.261667&sspn=0.02412,0.038581&ie=UTF8&hq=&hnear=St+Francis+Wood,+San+Francisco,+California&t=h&z=15","Medium Lot 5500","Medium Lot (Average, St. Francis Wood, San Francisco)",0.031,2.64,0,8.712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.5,17.424,0,1,5000,2500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.597,0.5,0.321,0.276,0,0.403,19131
133,0,0,"Medium Lot 5500","Medium Lot 5500 (Kentlands, Stapleton, Denver)",0.031,2.72,0,7.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2,0.436363636,15.84,0,1,5500,2400,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.3382,0.5,0,0,0,0,19133
135,0,0,"Large Lot 7500","Large Lot 7500 sf (SACOG B. SF Large Lot, 1-2 floors)",0.031,3.41,0,5.808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.373333333,17.424,0,1,7500,2800,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.3187,0.5,0,0,0,0,20135
136,0,0,"Large Lot 7500","Large Lot 7500 (Average, View Park, Los Angeles)",0.031,3.06,0,5.808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.5,17.424,0,1,7500,4000,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.382,0.5,0,0,0,0,20136
137,0,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=franklin+park+alameda&sll=37.766389,-122.254014&sspn=0.01206,0.01929&ie=UTF8&hq=Franklin+Park&hnear=Franklin+Park,+Alameda,+California+94501&t=h&z=15&iwloc=A","Large Lot 7500","Large Lot (Average, Gold Coast, Alameda, CA",0.031,3.41,0,5.808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.5,17.424,0,1,7500,4000,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.382,0.5,0,0,0,0,20137
138,0,0,"Large Lot 7500","Large Lot 7500 (Estate Home, Stapleton, Denver)",0.031,2.81,0,5.58347292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3,0.612695146,16.75041876,0,1,7802,4780,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.88,0.5,0.88,0,0,0,20138
139,0,0.25,"Estate Lot","Estate Lot  (SACOG 2. Very Low Den Res, , 1-2 floors)",0.031,2.81,0,4.356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0.28,17.424,0,1,10000,2800,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.272,0.5,0,0,0,0,21139
140,0,0,"Estate Lot","Estate Lot  (SCAG Large Lot, 1-2 floors)",0.031,3.41,0,2.178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0.15,8.712,0,1,20000,3000,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.141,0.5,0,0,0,0,21140
141,0,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=632+n+foothill+beverly+hills+ca&sll=34.08126,-118.402534&sspn=0.012707,0.01929&ie=UTF8&hq=&hnear=632+N+Foothill+Rd,+Beverly+Hills,+Los+Angeles,+California+90210&ll=34.081491,-118.402201&spn=0.006318,0.009645&t=h&z=17","Estate Lot","Estate Lot (Average, Beverly Hills)",0.031,2.81,0,2.904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.3,11.616,0,1,15000,5000,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.238,0.5,0,0,0,0,21141
142,0,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=old+palo+alto+&sll=37.734653,-122.468027&sspn=0.024131,0.038581&ie=UTF8&hq=&hnear=Old+Palo+Alto,+Palo+Alto,+California&t=h&z=15","Estate Lot","Estate Lot (Average, Old Palo Alto)",0.031,3.41,0,2.178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.2,8.712,0,1,20000,5000,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.166,0.5,0,0,0,0,21142
143,0,0,"Estate Lot","Estate Lot (Daybreak Estate, South Jordan)",0.031,2.81,0,4.444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.327925722,17.77777778,0,1,9801,3214,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.2986,0.5,0,0,0,0,21143
144,0,0,"Estate Lot","Estate Lot (Windemere Estate, San Ramon)",0.031,3.41,0,4.18765622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.476446837,16.75062488,0,1,10402,4956,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.3651,0.5,0,0,0,0,21144
145,0,0.027777777,"Rural Residential","Rural Residential (SACOG 1. Rural Res, 1-2 floors)",0.031,3.41,0,0.5445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0.068870523,1.6335,0,1,80000,2500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.0468,0.5,0,0,0,0,22145
146,0,0,"Rural Residential","Rural Residential (SCAG Rural, 1-2 floors)",0.031,2.81,0,0.27225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2,0.068870523,0.81675,0,1,160000,3000,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.0406,0.5,0,0,0,0,22146
147,0,0,"Rural Residential","Rural Residential (Prairie Crossing Rural SF, Grayslake)",0.031,3.41,0,1.512447484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0.138814624,4.537342453,0,1,28801,3998,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.1038,0.5,0,0,0,0,22147
148,0,0,"Rural Residential","Rural Residential (SEGA Rural, 1-2 floors)",0.031,2.81,0,0.5445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2,0.068870523,1.6335,0,1,80000,3000,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.0468,0.5,0,0,0,0,22148
149,0,0.027777777,"Rural Ranchette","Rural/Ranchette (AFT 1.5 acre lot)",0.031,3.41,0,0.666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2,0.038261402,3.333333333,0,1,65340,3500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.0444,0.5,0,0,0,0,23149
150,0,0,"Rural Ranchette","Ranchette 1 (near Fresno)",0.031,2.81,0,0.5445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2,0.3,2.7225,0,1,80000,3500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.1706,0.5,0,0,0,0,23150
151,0,0,"Rural Ranchette","Ranchette 2",0.031,3.41,0,0.4356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2,0.002,2.178,0,1,100000,3500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.0175,0.5,0,0,0,0,23151
152,0,0,"Rural Ranchette","Rural/Ranchette (AFT 5 acre lot)",0.031,2.81,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2,0.011478421,1,0,1,217800,3500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.0133,0.5,0,0,0,0,23152
153,0,0,"Rural Ranchette","Ranchette 6 (Near Fresno)",0.031,2.81,0,0.207428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0.02,1.037142857,0,1,210000,3500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.0179,0.5,0,0,0,0,23153
154,0,0,"Rural Ranchette","Rural/Ranchette (AFT 10 acre lot)",0.031,3.41,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0.00573921,0.5,0,1,435600,3500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.0067,0.5,0,0,0,0,23154
155,0,0,"Rural Ranchette","Ranchette 4 (near Chowchilla)",0.031,2.81,0,0.121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0.01,0.605,0,1,360000,3500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.0096,0.5,0,0,0,0,23155
156,0,0,"Rural Ranchette","Rural/Ranchette (AFT 20 acre lot)",0.031,3.41,0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0.002869605,0.25,0,1,871200,3500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.0033,0.5,0,0,0,0,23156
157,0,0,"Rural Ranchette","Ranchette 5 (near Fresno)",0.031,2.81,0,0.047868132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.005,0.239340659,0,1,910000,3500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.0043,0.5,0,0,0,0,23157
158,0,0,"Rural Ranchette","Ranchette 3 (near Boonville)",0.031,2.81,0,0.04356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.003,0.2178,0,1,1000000,3500,0.85,750,0.85,350,0.85,1000,0,0,0,0,0.0032,0.5,0,0,0,0,23158
159,0,0,"Skyscraper Office","Transbay Tower",0.0635,0,0,0,2765.71152,0,0,0,0,0,0.9,0,0,0,0.041,0.007,0,0.00364,0.04836,0,0,0,0,0,0,0.2,80,19.5,181,59730,0.85,0,0,0.98,500,0.85,250,0.85,0,0.52,0.34,0.07,0.07,0.15,0.8,0.15,0,0,0,24159
160,0,0,"Skyscraper Office","Skyscraper Office (US Bank Tower, Los Angeles)",0.0635,0,0,0,3107.295972,0,0,0,0,0,0.97,0,0,0,0.0123,0.0021,0,0.001092,0.014508,0,0,0,0,0,0,0.2,73,21.3,1498.44222,494485.93,0.85,0,1000,0.85,500,0.85,250,0.85,0,0.52,0.34,0.07,0.07,0.8,0.5,0.8,0,0,0,24160
161,0,0,"Skyscraper Office","Skyscraper Office (Washington Mutual Tower, Seattle)",0.0635,0,0,0,2917.6488,0,0,0,0,0,0.97,0,0,0,0.0123,0.0021,0,0.001092,0.014508,0,0,0,0,0,0,0.2,55,20,1406.988,464306.04,0.85,0,1000,0.85,500,0.85,250,0.85,0,0.52,0.34,0.07,0.07,0.5,0.3,0.5,0,0,0,24161
163,0,0,"Skyscraper Office","Aon Center (Los Angeles, CA)",0.0635,0,0,0,4867.882272,0,0,0,0,0,0.98,0,0,0,0.0082,0.0014,0,0.000728,0.009672,0,0,0,0,0,0,0.2,62,33.2,952,314160,0.85,0,0,0.85,500,0.85,250,0,0,0.52,0.34,0.07,0.07,0.95,0.5,0.95,0,0,0,24163
164,0,0,"Skyscraper Office","Bank of America Center (Los Angeles, CA)",0.0635,0,0,0,1085.009904,0,0,0,0,0,0.98,0,0,0,0.0082,0.0014,0,0.000728,0.009672,0,0,0,0,0,0,0.2,55,7.4,534,176220,0.85,0,0,0.85,500,0.85,250,0.85,0,0.52,0.34,0.07,0.07,0.2,0.2,0.2,0,0,0,24164
169,0,"http://casestudies.uli.org/Profile.aspx?j=8218&p=5&c=4, http://www.som.com/content.cfm/john_hancock_center, http://www.johnhancockcenterchicago.com/Index3.htm","High-Rise Office","High-Rise Mixed (Tabor Center, Denver)",0.0635,0,0,0,1702.93464,0,0,0,0,0,0.9,0,0,0,0.041,0.007,0,0.00364,0.04836,0,0,0,0,0,0,0.3,31,11,477,157410,0.85,0,637,0.85,500,0.94,250,0.85,1000,0.52,0.34,0.07,0.07,0.6,0.5,0.6,0,0,0,25169
170,"Pelli Clarke Pelli",0,"High-Rise Office","High-Rise Office (560 Mission Street, San Francisco)",0.0635,0,0,0,2802.720096,0,0,0,0,0,0.992,0,0,0,0.00328,0.00056,0,0.001664,0.002496,0,0,0,0,0,0,0.2,31,19,351.747,116076.51,0.85,0,1000,0.85,500,0.85,250,0.85,1000,0.52,0.34,0.07,0.07,0.85,0.5,0.85,0,0,0,25170
171,"Heller Manus",0,"High-Rise Office","High Rise Office (555 Mission Street, San Francisco)",0.0635,0,0,0,2430.478464,0,0,0,0,0,0.994,0,0,0,0.00246,0.00042,0,0.001248,0.001872,0,0,0,0,0,0,0.2,33,16.46,190.6,62898,0.85,0,1000,0.85,500,0.85,250,0.85,1000,0.52,0.34,0.07,0.07,0.8,0.5,0.8,0,0,0,25171
172,"Heller Manus",0,"High-Rise Office","High-Rise Office (55 Second Street, San Francisco)",0.0635,0,0,0,2143.06488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,26,14.47,191.56,63214.8,0.85,0,1000,0.85,500,0.85,250,0.85,1000,0.52,0.34,0.07,0.07,0.9,0.5,0.9,0,0,0,25172
173,0,0,"High-Rise Office","High-Rise Office (SACOG 46. CBD Ofice)",0.0635,0,0,0,486.632718,0,0,0,0,0,0.95,0,0,0,0.0205,0.0035,0,0.00182,0.02418,0,0,0,0,0,0,0.2,20,3.37,62.38881,20588.31,0.85,0,1000,0.85,500,0.85,250,0.85,1000,0.52,0.34,0.07,0.07,0.1685,0.2,0,0,0,0,25173
174,0,1,"Mid-Rise Office","Mid-Rise Office (Langstaff W-05)",0.0635,0,0,0,1135.464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,9,4.6,85.1598,28102.73,0.85,0,1000,0.85,500,0.85,150,0.85,1000,0.52,0.34,0.07,0.07,0.5111,0.2,0,0,0,0,26174
176,0,0,"Mid-Rise Office","Mid-Rise Office (Langstaff W-04)",0.0635,0,0,0,1055.98152,0,0,0,0,0,0.9,0,0,0,0.041,0.007,0,0.00364,0.04836,0,0,0,0,0,0,0.2,9,4.6,85.1598,28102.73,0.85,0,1000,0.85,500,0.85,150,0.85,1000,0.52,0.34,0.07,0.07,0.5111,0.2,0,0,0,0,26176
178,0,0,"Mid-Rise Office","Mid-Rise Office (SCAG City Center Office, 6-15 floors)",0.0635,0,0,0,312.6052286,0,0,0,0,0,0.95,0,0,0,0.0205,0.0035,0,0.00182,0.02418,0,0,0,0,0,0,0.2,11,3,55.539,18327.87,0.85,0,1000,0.85,500,0.85,350,0.85,1000,0.52,0.34,0.07,0.07,0.2727,0.3,0,0,0,0,26178
179,"ZGF",0,"Mid-Rise Office","Mid-Rise Office (EPA Headquarters (Region 8), Denver)",0.0635,0,0,0,590.3002286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,9,5.58,31.68,10454.4,0.85,0,1000,0.85,500,0.85,350,0.85,1000,0.52,0.34,0.07,0.07,0.62,0.5,0,0,0,0,26179
180,0,0,"Mid-Rise Office","Mid-Rise Office (SACOG 8. Hi Intensity Office)",0.0635,0,0,0,203.198688,0,0,0,0,0,0.95,0,0,0,0.0205,0.0035,0,0.00182,0.02418,0,0,0,0,0,0,0.2,10,1.68,31.10184,10263.61,0.85,0,1000,0.85,500,0.85,300,0.85,1000,0.52,0.34,0.07,0.07,0.168,0.2,0,0,0,0,26180
181,0,1,"Low-Rise Office","Low-Rise Office (AC Low Rise Office)",0.0635,0,0,0,275.2862454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,4,2,74.052,24437.16,0.85,0,1000,0.85,538,0.85,269,0.85,1000,0.52,0.34,0.07,0.07,0.5,0.4,0,0,0,0,27181
182,"Pickard Chilton",0,"Low-Rise Office","Low-Rise Office (CalPERS Headquarters, Sacramento)",0.0635,0,0,0,474.9906857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,6,4.49,177.94,58720.2,0.85,0,1000,0.85,500,0.85,350,0.85,1000,0.52,0.34,0.07,0.07,0.3,0.3,0.3,0,0,0,27182
183,"Weber Thompson",0,"Low-Rise Office","Low-Rise Office (The Terry Thomas, Seattle)",0.0635,0,0,0,462.9612872,0,0,0,0,0,0.925,0,0,0,0.03075,0.00525,0,0.00273,0.03627,0,0,0,0,0,0,0.2,6,3.06,250,82500,0.85,0,1000,0.85,500,0.85,235,0.85,1000,0.52,0.34,0.07,0.07,0.8,0.4,0.8,0,0,0,27183
184,"NBBJ",0,"Low-Rise Office","Low-Rise Office (223 Yale @ Alley24, Seattle)",0.0635,0,0,0,802.3869428,0,0,0,0,0,0.889,0,0,0,0.04551,0.00777,0,0.0040404,0.0536796,0,0,0,0,0,0,0.2,5,4.82,252.53,83334.9,0.85,0,1000,0.85,500,0.85,208,0.85,1000,0.52,0.34,0.07,0.07,0.98,0.5,0.98,0,0,0,27184
185,"HOK",0,"Low-Rise Office","Low-Rise Office (Symantec Headquarters, Culver City)",0.0635,0,0,0,124.40736,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,5,1.26,155,51150,0.85,0,1000,0.85,500,0.85,375,0.85,1000,0.52,0.34,0.07,0.07,0.252,0.3,0,0,0,0,27185
186,0,0,"Low-Rise Office","Low-Rise Office (SACOG 98. Mod Inten. Office)",0.0635,0,0,0,123.370632,0,0,0,0,0,0.95,0,0,0,0.0205,0.0035,0,0.00182,0.02418,0,0,0,0,0,0,0.05,4,1.02,37.76652,12462.95,0.85,0,1000,0.85,500,0.85,300,0.85,1000,0.52,0.34,0.07,0.07,0.255,0.4,0,0,0,0,27186
187,"GGLO",0,"Low-Rise Office","Low-Rise Office (R.D. Merrill Building, Seattle)",0.0635,0,0,0,291.9764571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,3,2.76,78.57,25928.1,0.85,0,1000,0.85,500,0.85,350,0.85,1000,0.52,0.34,0.07,0.07,0.92,0.5,0,0,0,0,27187
188,0,0,"Low-Rise Office","Low-Rise Office (SEGA Low Rise Office, 4-6 floors)",0.0635,0,0,0,105.7885714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4,1,37.026,12218.58,0.85,0,1000,0.85,500,0.85,350,0.85,1000,0.52,0.34,0.07,0.07,0.25,0.3,0,0,0,0,27188
